id,pred
4_0519_2019-01-28.jpg_8_clsnn0011001000d,0.10431632
4_0519_2019-01-28.jpg_9_clsnn0011000000d,0.3380821
4_0525_2019-01-28.jpg_0_clsnn0010100000d,0.025625357
4_0525_2019-01-28.jpg_1_clsnn0011100000d,0.52466136
4_0525_2019-01-28.jpg_2_clsnn0011100000d,0.65749574
4_0525_2019-01-28.jpg_3_clsnn0011000000d,0.18172918
4_0525_2019-01-28.jpg_4_clsnn0011000000d,0.076289944
4_0525_2019-01-28.jpg_5_clsnn0011100000d,0.94366467
4_0525_2019-01-28.jpg_6_clsnn0011000000d,0.1397728
4_0525_2019-01-28.jpg_7_clsnn0010100000d,0.8585555
4_0525_2019-01-28.jpg_8_clsnn0000100000d,0.3458702
4_0531_2019-01-28.jpg_0_clsnn0011100000d,0.91120785
4_0531_2019-01-28.jpg_1_clsnn0001000000d,0.23948695
4_0531_2019-01-28.jpg_2_clsnn0011000000d,0.24825095
4_0531_2019-01-28.jpg_3_clsnn0011100000d,0.6507791
4_0531_2019-01-28.jpg_4_clsnn0011000000d,0.11852925
4_0531_2019-01-28.jpg_5_clsnn0010100000d,0.08977959
4_0531_2019-01-28.jpg_6_clsnn0010100000d,0.17682451
4_0531_2019-01-28.jpg_7_clsnn0010100000d,0.7981686
4_0531_2019-01-28.jpg_8_clsnn0011100000d,0.54772586
4_0537_2019-01-28.jpg_0_clsnn0011100000d,0.10772147
4_0537_2019-01-28.jpg_10_clsnn0001000000d,0.2252415
4_0537_2019-01-28.jpg_1_clsnn0011100000d,0.89540505
4_0537_2019-01-28.jpg_2_clsnn0011100000d,0.117941745
4_0537_2019-01-28.jpg_3_clsnn0000000001d,0.36966455
4_0537_2019-01-28.jpg_4_clsnn0011100000d,0.45734555
4_0537_2019-01-28.jpg_5_clsnn0011100000d,0.54334897
4_0537_2019-01-28.jpg_6_clsnn0010100000d,0.13580045
4_0537_2019-01-28.jpg_7_clsnn0010100000d,0.15716118
4_0537_2019-01-28.jpg_8_clsnn0011000000d,0.12853883
4_0537_2019-01-28.jpg_9_clsnn0011100000d,0.80926627
4_0543_2019-01-28.jpg_0_clsnn0011100000d,0.50931305
4_0543_2019-01-28.jpg_10_clsnn0100000000d,0.19897854
4_0543_2019-01-28.jpg_1_clsnn0011100000d,0.90404767
4_0543_2019-01-28.jpg_2_clsnn0011100000d,0.22422582
4_0543_2019-01-28.jpg_3_clsnn0000000001d,0.66801715
4_0543_2019-01-28.jpg_4_clsnn0011100000d,0.09663568
4_0543_2019-01-28.jpg_5_clsnn0011000000d,0.10501615
4_0543_2019-01-28.jpg_6_clsnn0010100000d,0.15173951
4_0543_2019-01-28.jpg_7_clsnn0010100000d,0.090254076
4_0543_2019-01-28.jpg_8_clsnn0010100000d,0.7931181
4_0543_2019-01-28.jpg_9_clsnn0011100000d,0.52066797
4_0549_2019-01-28.jpg_0_clsnn0011100000d,0.8742689
4_0549_2019-01-28.jpg_1_clsnn0011100000d,0.8906385
4_0549_2019-01-28.jpg_2_clsnn0011000000d,0.24334489
4_0549_2019-01-28.jpg_3_clsnn0011100000d,0.22282845
4_0549_2019-01-28.jpg_4_clsnn0011100000d,0.19321603
4_0549_2019-01-28.jpg_5_clsnn0011000000d,0.64773464
4_0549_2019-01-28.jpg_6_clsnn1000000100d,0.8827132
4_0549_2019-01-28.jpg_7_clsnn0011100000d,0.30829003
4_0549_2019-01-28.jpg_8_clsnn0011000000d,0.040107824
4_0555_2019-01-28.jpg_0_clsnn0011100000d,0.104706556
4_0555_2019-01-28.jpg_1_clsnn0011100000d,0.4209498
4_0555_2019-01-28.jpg_2_clsnn1000000000d,0.70267105
4_0555_2019-01-28.jpg_3_clsnn0011100000d,0.70359915
4_0555_2019-01-28.jpg_4_clsnn0011100000d,0.8555087
4_0555_2019-01-28.jpg_5_clsnn0011100000d,0.21736136
4_0555_2019-01-28.jpg_6_clsnn0011100000d,0.7956439
4_0555_2019-01-28.jpg_7_clsnn1000100000d,0.53599924
4_0555_2019-01-28.jpg_8_clsnn0010000000d,0.23918743
4_0555_2019-01-28.jpg_9_clsnn0011000000d,0.042808685
4_0561_2019-01-28.jpg_0_clsnn0011100000d,0.42295346
4_0561_2019-01-28.jpg_1_clsnn0010100000d,0.47850868
4_0561_2019-01-28.jpg_2_clsnn0011000000d,0.16618587
4_0561_2019-01-28.jpg_3_clsnn0011000000d,0.040143564
4_0561_2019-01-28.jpg_4_clsnn1000000000d,0.525875
4_0561_2019-01-28.jpg_5_clsnn1000100000d,0.18505573
4_0561_2019-01-28.jpg_6_clsnn0010100000d,0.8528802
4_0561_2019-01-28.jpg_7_clsnn0010100000d,0.749519
4_0561_2019-01-28.jpg_8_clsnn0000100000d,0.5010578
4_0561_2019-01-28.jpg_9_clsnn0010100000d,0.11161079
4_0567_2019-01-28.jpg_0_clsnn0011100000d,0.32088622
4_0567_2019-01-28.jpg_10_clsnn0011100000d,0.60420024
4_0567_2019-01-28.jpg_1_clsnn0100000010d,0.5216308
4_0567_2019-01-28.jpg_2_clsnn0011000000d,0.05903793
4_0567_2019-01-28.jpg_3_clsnn0010100000d,0.8513895
4_0567_2019-01-28.jpg_4_clsnn0011100000d,0.38902912
4_0567_2019-01-28.jpg_5_clsnn0011000000d,0.18710886
4_0567_2019-01-28.jpg_6_clsnn0000100000d,0.16664447
4_0567_2019-01-28.jpg_7_clsnn1000100000d,0.24151494
4_0567_2019-01-28.jpg_8_clsnn1000100000d,0.51040566
4_0567_2019-01-28.jpg_9_clsnn0010100000d,0.11540524
4_0573_2019-01-28.jpg_0_clsnn0011000000d,0.15396714
4_0573_2019-01-28.jpg_1_clsnn0011100000d,0.86936873
4_0573_2019-01-28.jpg_2_clsnn0011100000d,0.25826722
4_0573_2019-01-28.jpg_3_clsnn1000000000d,0.3340821
4_0573_2019-01-28.jpg_4_clsnn0011100000d,0.8158618
4_0573_2019-01-28.jpg_5_clsnn0010100000d,0.23859103
4_0573_2019-01-28.jpg_6_clsnn0011000000d,0.029716639
4_0573_2019-01-28.jpg_7_clsnn0011100000d,0.709097
4_0573_2019-01-28.jpg_8_clsnn1000000000d,0.47441235
4_0573_2019-01-28.jpg_9_clsnn1000000000d,0.42525864
4_0579_2019-01-28.jpg_0_clsnn0011100000d,0.29072422
4_0579_2019-01-28.jpg_1_clsnn1000100000d,0.5459178
4_0579_2019-01-28.jpg_2_clsnn1000000000d,0.2958526
4_0579_2019-01-28.jpg_3_clsnn0011110000d,0.28451094
4_0579_2019-01-28.jpg_4_clsnn0011000000d,0.20286696
4_0579_2019-01-28.jpg_5_clsnn0010100000d,0.13569655
4_0579_2019-01-28.jpg_6_clsnn0011100000d,0.93018275
4_0579_2019-01-28.jpg_7_clsnn0011100000d,0.8173371
4_0579_2019-01-28.jpg_8_clsnn0011100000d,0.6737035
4_0579_2019-01-28.jpg_9_clsnn0011000000d,0.032095842
4_0585_2019-01-28.jpg_0_clsnn0011100000d,0.35952887
4_0585_2019-01-28.jpg_1_clsnn0011000000d,0.06062879
4_0585_2019-01-28.jpg_2_clsnn1000000000d,0.4398702
4_0585_2019-01-28.jpg_3_clsnn0011000000d,0.9355662
4_0585_2019-01-28.jpg_4_clsnn0011000000d,0.23628296
4_0585_2019-01-28.jpg_5_clsnn0010100000d,0.74111706
4_0585_2019-01-28.jpg_6_clsnn0011000000d,0.036755525
4_0585_2019-01-28.jpg_7_clsnn0010100000d,0.06157351
4_0585_2019-01-28.jpg_8_clsnn0011000000d,0.8774087
4_0585_2019-01-28.jpg_9_clsnn0010000000d,0.5143454
4_0591_2019-01-28.jpg_0_clsnn0011100000d,0.8020912
4_0591_2019-01-28.jpg_1_clsnn0011100000d,0.10450413
4_0591_2019-01-28.jpg_2_clsnn0011100000d,0.49093032
4_0591_2019-01-28.jpg_3_clsnn0011110000d,0.2902153
4_0591_2019-01-28.jpg_4_clsnn0011100000d,0.73653203
4_0591_2019-01-28.jpg_5_clsnn0001000000d,0.2616505
4_0591_2019-01-28.jpg_6_clsnn0100000000d,0.17986608
4_0591_2019-01-28.jpg_7_clsnn0011100000d,0.8739266
4_0591_2019-01-28.jpg_8_clsnn0100000000d,0.37068003
4_0591_2019-01-28.jpg_9_clsnn0011000000d,0.046598017
4_0597_2019-01-28.jpg_0_clsnn0011100000d,0.83357537
4_0597_2019-01-28.jpg_1_clsnn0011000000d,0.05868906
4_0597_2019-01-28.jpg_2_clsnn0011000000d,0.5177766
4_0597_2019-01-28.jpg_3_clsnn0001000000d,0.2715406
4_0597_2019-01-28.jpg_4_clsnn0011100000d,0.9522291
4_0597_2019-01-28.jpg_5_clsnn0010110000d,0.6377427
4_0597_2019-01-28.jpg_6_clsnn0010100000d,0.67187965
4_0597_2019-01-28.jpg_7_clsnn0011000000d,0.15729083
4_0597_2019-01-28.jpg_8_clsnn0010000000d,0.13397636
4_0597_2019-01-28.jpg_9_clsnn0100000000d,0.036528368
4_0603_2019-01-28.jpg_0_clsnn0011000000d,0.03066639
4_0603_2019-01-28.jpg_1_clsnn0011000000d,0.08036959
4_0603_2019-01-28.jpg_2_clsnn0010100000d,0.3401696
4_0603_2019-01-28.jpg_3_clsnn0011100000d,0.7796573
4_0603_2019-01-28.jpg_4_clsnn0011100000d,0.8666224
4_0603_2019-01-28.jpg_5_clsnn0011100000d,0.846508
4_0603_2019-01-28.jpg_6_clsnn0010110000d,0.11370608
4_0603_2019-01-28.jpg_7_clsnn1000000000d,0.21626367
4_0603_2019-01-28.jpg_8_clsnn0011100000d,0.30313718
4_0603_2019-01-28.jpg_9_clsnn0001000000d,0.19170932
